8-lig33      -5.6200      -5.2240      -4.6782   train
8-lig2       -5.0810      -4.0851      -3.9341   train
8-lig9       -4.6380      -4.1069      -3.9687   train
8-lig15      -4.6380      -4.1046      -4.0288   train
8-lig11      -4.4200      -4.7402      -4.8065   train
8-lig32      -4.3980      -3.7225      -3.4820   train
8-lig18      -3.8240      -4.1092      -4.1497   train
8-lig17      -3.4690      -3.3369      -3.3095   train
8-lig7       -3.3980      -4.1682      -4.3006   train
8-lig22      -3.3120      -3.8318      -4.3553   train
8-lig13      -2.7960      -2.5113      -2.3582   train
8-lig8       -2.4810      -2.4561      -2.4613   train
8-lig29      -2.3170      -1.9324      -1.8588   train
8-lig27      -2.0480      -2.7149      -3.1334   train
8-lig20      -1.9460      -2.1452      -2.1877   train
8-lig36      -1.5530      -1.1241      -0.7626   train
8-lig30      -1.2840      -1.7955      -2.0557   train
8-lig26      -1.1350      -1.6573      -2.0093   train
8-lig23      -1.0410      -2.0552      -2.3779   train
8-lig31      -1.0140      -1.2248      -1.1462   train
8-lig25      -0.8830      -2.0194      -2.4970   train
8-lig1       -0.8540      -1.0808      -1.0703   train
80-lig5     -4.8240     -3.5221      0.0000   test
80-lig1     -4.5850     -4.3134      0.0000   test
80-lig1     -3.9210     -2.9405      0.0000   test
80-lig6     -3.4200     -3.2661      0.0000   test
80-lig3     -3.0000     -2.5890      0.0000   test
80-lig1     -2.4090     -3.4110      0.0000   test
80-lig3     -2.0460     -1.3864      0.0000   test
80-lig2     -1.4980     -1.9341      0.0000   test
80-lig2     -1.0440     -2.1544      0.0000   test
80-lig2     -0.9180     -1.7568      0.0000   test
80-lig3     -0.8540     -1.4444      0.0000   test
