8-lig33      -5.6200      -5.4907      -5.0980   train
8-lig2       -5.0810      -4.2093      -4.0237   train
8-lig9       -4.6380      -4.4146      -4.3033   train
8-lig15      -4.6380      -4.2652      -4.1802   train
8-lig11      -4.4200      -4.5968      -4.6756   train
8-lig32      -4.3980      -4.1303      -3.8095   train
8-lig18      -3.8240      -4.1247      -4.2168   train
8-lig17      -3.4690      -3.3955      -3.3469   train
8-lig7       -3.3980      -4.1115      -4.3304   train
8-lig22      -3.3120      -3.7032      -4.3581   train
8-lig13      -2.7960      -2.5153      -2.2570   train
8-lig8       -2.4810      -2.7865      -2.9583   train
8-lig29      -2.3170      -1.8778      -1.3949   train
8-lig27      -2.0480      -2.2733      -2.8131   train
8-lig20      -1.9460      -2.2725      -2.6933   train
8-lig36      -1.5530      -1.3626      -1.2543   train
8-lig30      -1.2840      -1.3607      -2.3048   train
8-lig26      -1.1350      -1.3626      -1.7346   train
8-lig23      -1.0410      -1.6455      -2.8837   train
8-lig31      -1.0140      -0.8550      -0.5322   train
8-lig25      -0.8830      -1.4094      -1.9827   train
8-lig1       -0.8540      -1.2667      -1.4837   train
80-lig5     -4.8240     -3.8563      0.0000   test
80-lig1     -4.5850     -4.2973      0.0000   test
80-lig1     -3.9210     -3.0299      0.0000   test
80-lig6     -3.4200     -3.5839      0.0000   test
80-lig3     -3.0000     -2.5096      0.0000   test
80-lig1     -2.4090     -3.3157      0.0000   test
80-lig3     -2.0460     -1.6337      0.0000   test
80-lig2     -1.4980     -1.6642      0.0000   test
80-lig2     -1.0440     -2.0922      0.0000   test
80-lig2     -0.9180     -1.7333      0.0000   test
80-lig3     -0.8540     -1.9541      0.0000   test
