8-lig33      -5.6200      -4.4550      -4.1174   train
8-lig2       -5.0810      -4.0810      -3.9596   train
8-lig9       -4.6380      -4.0794      -3.9812   train
8-lig15      -4.6380      -4.0839      -4.0183   train
8-lig11      -4.4200      -4.7129      -4.7415   train
8-lig32      -4.3980      -3.5721      -3.4052   train
8-lig18      -3.8240      -4.0996      -4.1277   train
8-lig17      -3.4690      -3.3247      -3.2601   train
8-lig7       -3.3980      -4.1710      -4.2670   train
8-lig22      -3.3120      -3.7995      -4.0553   train
8-lig13      -2.7960      -2.5591      -2.4657   train
8-lig8       -2.4810      -2.3957      -2.4058   train
8-lig29      -2.3170      -2.2680      -2.2614   train
8-lig27      -2.0480      -2.9799      -3.1705   train
8-lig20      -1.9460      -1.9835      -2.0296   train
8-lig36      -1.5530      -0.9994      -0.9211   train
8-lig30      -1.2840      -1.2663      -1.3813   train
8-lig26      -1.1350      -2.1151      -2.4655   train
8-lig23      -1.0410      -2.4317      -2.7062   train
8-lig31      -1.0140      -1.0538      -1.1234   train
8-lig25      -0.8830      -2.3846      -2.6410   train
8-lig1       -0.8540      -0.9916      -1.1907   train
80-lig5     -4.8240     -3.5743      0.0000   test
80-lig1     -4.5850     -4.3513      0.0000   test
80-lig1     -3.9210     -3.0218      0.0000   test
80-lig6     -3.4200     -3.4272      0.0000   test
80-lig3     -3.0000     -2.6521      0.0000   test
80-lig1     -2.4090     -3.3954      0.0000   test
80-lig3     -2.0460     -1.4294      0.0000   test
80-lig2     -1.4980     -2.0564      0.0000   test
80-lig2     -1.0440     -2.6260      0.0000   test
80-lig2     -0.9180     -1.9312      0.0000   test
80-lig3     -0.8540     -1.5824      0.0000   test
