8-lig33      -5.6200      -5.5085      -5.1032   train
8-lig2       -5.0810      -4.1937      -4.0015   train
8-lig9       -4.6380      -4.3936      -4.2853   train
8-lig15      -4.6380      -4.2626      -4.1755   train
8-lig11      -4.4200      -4.6282      -4.7094   train
8-lig32      -4.3980      -4.1177      -3.8146   train
8-lig18      -3.8240      -4.1032      -4.1954   train
8-lig17      -3.4690      -3.3601      -3.2938   train
8-lig7       -3.3980      -4.1261      -4.3344   train
8-lig22      -3.3120      -3.6952      -4.2655   train
8-lig13      -2.7960      -2.4494      -2.1620   train
8-lig8       -2.4810      -2.8454      -3.0289   train
8-lig29      -2.3170      -1.8085      -1.3872   train
8-lig27      -2.0480      -2.3138      -2.9093   train
8-lig20      -1.9460      -2.2275      -2.5927   train
8-lig36      -1.5530      -1.3661      -1.2675   train
8-lig30      -1.2840      -1.4058      -2.3020   train
8-lig26      -1.1350      -1.4045      -1.7507   train
8-lig23      -1.0410      -1.6749      -2.7251   train
8-lig31      -1.0140      -0.8190      -0.4456   train
8-lig25      -0.8830      -1.3615      -1.9228   train
8-lig1       -0.8540      -1.2916      -1.5195   train
80-lig5     -4.8240     -3.8812      0.0000   test
80-lig1     -4.5850     -4.3602      0.0000   test
80-lig1     -3.9210     -2.9795      0.0000   test
80-lig6     -3.4200     -3.5614      0.0000   test
80-lig3     -3.0000     -2.4458      0.0000   test
80-lig1     -2.4090     -3.3146      0.0000   test
80-lig3     -2.0460     -1.6310      0.0000   test
80-lig2     -1.4980     -1.6294      0.0000   test
80-lig2     -1.0440     -2.0276      0.0000   test
80-lig2     -0.9180     -1.8378      0.0000   test
80-lig3     -0.8540     -1.8948      0.0000   test
