8-lig33      -5.6200      -5.2425      -4.6392   train
8-lig2       -5.0810      -4.1289      -3.9612   train
8-lig9       -4.6380      -4.1609      -3.9984   train
8-lig15      -4.6380      -4.1734      -4.0931   train
8-lig11      -4.4200      -4.6797      -4.7529   train
8-lig32      -4.3980      -3.7684      -3.4461   train
8-lig18      -3.8240      -4.1239      -4.1709   train
8-lig17      -3.4690      -3.4762      -3.4528   train
8-lig7       -3.3980      -4.2137      -4.3656   train
8-lig22      -3.3120      -3.8644      -4.4445   train
8-lig13      -2.7960      -2.8100      -2.7230   train
8-lig8       -2.4810      -2.4044      -2.4083   train
8-lig29      -2.3170      -1.7643      -1.5780   train
8-lig27      -2.0480      -2.3634      -2.9163   train
8-lig20      -1.9460      -2.1151      -2.2239   train
8-lig36      -1.5530      -1.3742      -1.1812   train
8-lig30      -1.2840      -1.8217      -2.3820   train
8-lig26      -1.1350      -1.7674      -2.2532   train
8-lig23      -1.0410      -1.8425      -2.3616   train
8-lig31      -1.0140      -0.7629      -0.7501   train
8-lig25      -0.8830      -1.7101      -2.3452   train
8-lig1       -0.8540      -1.3258      -1.4825   train
80-lig5     -4.8240     -3.5182      0.0000   test
80-lig1     -4.5850     -4.2518      0.0000   test
80-lig1     -3.9210     -3.1966      0.0000   test
80-lig6     -3.4200     -3.1541      0.0000   test
80-lig3     -3.0000     -2.8599      0.0000   test
80-lig1     -2.4090     -3.4904      0.0000   test
80-lig3     -2.0460     -1.4420      0.0000   test
80-lig2     -1.4980     -1.8170      0.0000   test
80-lig2     -1.0440     -2.1399      0.0000   test
80-lig2     -0.9180     -1.9022      0.0000   test
80-lig3     -0.8540     -2.0147      0.0000   test
