8-lig33      -5.6200      -5.3021      -4.6922   train
8-lig2       -5.0810      -4.1754      -4.0069   train
8-lig9       -4.6380      -4.2509      -4.0924   train
8-lig15      -4.6380      -4.2341      -4.1597   train
8-lig11      -4.4200      -4.6367      -4.7080   train
8-lig32      -4.3980      -3.8968      -3.5539   train
8-lig18      -3.8240      -4.1732      -4.2321   train
8-lig17      -3.4690      -3.3169      -3.2743   train
8-lig7       -3.3980      -4.2517      -4.4221   train
8-lig22      -3.3120      -3.7566      -4.4783   train
8-lig13      -2.7960      -2.4730      -2.3110   train
8-lig8       -2.4810      -2.5729      -2.6004   train
8-lig29      -2.3170      -1.8650      -1.6480   train
8-lig27      -2.0480      -2.3776      -2.8969   train
8-lig20      -1.9460      -2.3309      -2.4769   train
8-lig36      -1.5530      -1.1857      -1.0278   train
8-lig30      -1.2840      -1.8599      -2.5102   train
8-lig26      -1.1350      -1.6229      -2.0262   train
8-lig23      -1.0410      -1.8676      -2.4258   train
8-lig31      -1.0140      -0.7627      -0.4530   train
8-lig25      -0.8830      -1.6627      -2.2747   train
8-lig1       -0.8540      -1.1463      -1.2952   train
80-lig5     -4.8240     -3.6200      0.0000   test
80-lig1     -4.5850     -4.2532      0.0000   test
80-lig1     -3.9210     -3.0416      0.0000   test
80-lig6     -3.4200     -3.2375      0.0000   test
80-lig3     -3.0000     -2.5698      0.0000   test
80-lig1     -2.4090     -3.3940      0.0000   test
80-lig3     -2.0460     -1.3432      0.0000   test
80-lig2     -1.4980     -1.7385      0.0000   test
80-lig2     -1.0440     -2.2126      0.0000   test
80-lig2     -0.9180     -1.9696      0.0000   test
80-lig3     -0.8540     -1.7176      0.0000   test
