8-lig33      -5.6200      -4.1423      -3.8359   train
8-lig2       -5.0810      -4.0038      -3.8846   train
8-lig9       -4.6380      -4.0154      -3.9285   train
8-lig15      -4.6380      -4.0186      -3.9492   train
8-lig11      -4.4200      -4.4722      -4.4482   train
8-lig32      -4.3980      -3.8085      -3.6927   train
8-lig18      -3.8240      -4.0471      -4.0633   train
8-lig17      -3.4690      -3.1539      -3.0994   train
8-lig7       -3.3980      -4.1105      -4.1816   train
8-lig22      -3.3120      -3.9446      -4.0349   train
8-lig13      -2.7960      -2.5107      -2.4983   train
8-lig8       -2.4810      -2.9264      -2.9772   train
8-lig29      -2.3170      -2.2329      -2.2415   train
8-lig27      -2.0480      -2.8797      -2.9657   train
8-lig20      -1.9460      -2.1158      -2.1783   train
8-lig36      -1.5530      -1.5560      -1.7402   train
8-lig30      -1.2840      -1.3333      -1.5119   train
8-lig26      -1.1350      -1.6834      -1.9356   train
8-lig23      -1.0410      -2.1466      -2.3544   train
8-lig31      -1.0140      -1.5154      -1.7158   train
8-lig25      -0.8830      -2.2325      -2.4075   train
8-lig1       -0.8540      -1.5334      -1.8667   train
80-lig5     -4.8240     -3.6722      0.0000   test
80-lig1     -4.5850     -4.2051      0.0000   test
80-lig1     -3.9210     -2.9168      0.0000   test
80-lig6     -3.4200     -3.5427      0.0000   test
80-lig3     -3.0000     -2.6143      0.0000   test
80-lig1     -2.4090     -3.4198      0.0000   test
80-lig3     -2.0460     -1.8970      0.0000   test
80-lig2     -1.4980     -2.0829      0.0000   test
80-lig2     -1.0440     -2.1634      0.0000   test
80-lig2     -0.9180     -1.4946      0.0000   test
80-lig3     -0.8540     -1.5108      0.0000   test
